Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","430","Okra","2016","2016","7021","Annual value","USD","2150","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","600","Papayas","2016","2016","7021","Annual value","USD","2440","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","487","Plantains","2016","2016","7021","Annual value","USD","1825","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","489","Plantains and others","2016","2016","7021","Annual value","USD","1825","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","1325","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","423","String beans","2016","2016","7021","Annual value","USD","5060","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2016","2016","7021","Annual value","USD","2335","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","7021","Annual value","USD","2740","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","137","Yams","2016","2016","7021","Annual value","USD","3665","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","485","Bananas non-Cavendish","2017","2017","7021","Annual value","USD","1575","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","7021","Annual value","USD","2445","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","7021","Annual value","USD","3260","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","125","Cassava","2017","2017","7021","Annual value","USD","2225","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","7021","Annual value","USD","3610","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","7021","Annual value","USD","3790","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","488","Cooking bananas","2017","2017","7021","Annual value","USD","995","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","7021","Annual value","USD","1280","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2017","2017","7021","Annual value","USD","1560","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","497","Lemons and limes","2017","2017","7021","Annual value","USD","2495","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","7021","Annual value","USD","1825","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","430","Okra","2017","2017","7021","Annual value","USD","2285","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","600","Papayas","2017","2017","7021","Annual value","USD","2415","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","487","Plantains","2017","2017","7021","Annual value","USD","1945","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","7021","Annual value","USD","1425","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","423","String beans","2017","2017","7021","Annual value","USD","4955","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2017","2017","7021","Annual value","USD","2335","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","7021","Annual value","USD","2980","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","137","Yams","2017","2017","7021","Annual value","USD","3525","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","485","Bananas non-Cavendish","2018","2018","7021","Annual value","USD","1530","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","2570","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","3385","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","125","Cassava","2018","2018","7021","Annual value","USD","2365","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","3600","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","3365","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","1170","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","1610","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","2415","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2018","2018","7021","Annual value","USD","1645","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","430","Okra","2018","2018","7021","Annual value","USD","2125","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","600","Papayas","2018","2018","7021","Annual value","USD","2415","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","487","Plantains","2018","2018","7021","Annual value","USD","1975","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","1525","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","423","String beans","2018","2018","7021","Annual value","USD","4265","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2018","2018","7021","Annual value","USD","2110","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","2755","","Official data"
"PP","Producer Prices","14","Barbados","5532","Producer Price (USD/tonne)","137","Yams","2018","2018","7021","Annual value","USD","3545","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","271","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","7021","Annual value","USD","103","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","558","Berries nes","2016","2016","7021","Annual value","USD","491","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2016","2016","7021","Annual value","USD","217","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","7021","Annual value","USD","167","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","7021","Annual value","USD","147","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","554","Cranberries","2016","2016","7021","Annual value","USD","1532","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2016","2016","7021","Annual value","USD","721","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","USD","1170","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2016","2016","7021","Annual value","USD","367","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1182","Honey, natural","2016","2016","7021","Annual value","USD","3064","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","333","Linseed","2016","2016","7021","Annual value","USD","476","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2016","2016","7021","Annual value","USD","332","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2016","2016","7021","Annual value","USD","1099","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2016","2016","7021","Annual value","USD","758","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2016","2016","7021","Annual value","USD","868","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2016","2016","7021","Annual value","USD","1222","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2016","2016","7021","Annual value","USD","1385","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2016","2016","7021","Annual value","USD","230","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","7021","Annual value","USD","76","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","7021","Annual value","USD","150","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","521","Pears","2016","2016","7021","Annual value","USD","501","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","187","Peas, dry","2016","2016","7021","Annual value","USD","449","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","417","Peas, green","2016","2016","7021","Annual value","USD","262","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","536","Plums and sloes","2016","2016","7021","Annual value","USD","421","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","7021","Annual value","USD","79","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","270","Rapeseed","2016","2016","7021","Annual value","USD","354","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2016","2016","7021","Annual value","USD","86","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","544","Strawberries","2016","2016","7021","Annual value","USD","1831","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","157","Sugar beet","2016","2016","7021","Annual value","USD","34","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","7021","Annual value","USD","892","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2016","2016","7021","Annual value","USD","93","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","463","Vegetables, fresh nes","2016","2016","7021","Annual value","USD","144","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","7021","Annual value","USD","127","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","341","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","7021","Annual value","USD","139","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","558","Berries nes","2017","2017","7021","Annual value","USD","797","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2017","2017","7021","Annual value","USD","261","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","7021","Annual value","USD","139","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","7021","Annual value","USD","162","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","530","Cherries, sour","2017","2017","7021","Annual value","USD","1279","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","7021","Annual value","USD","883","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","USD","1206","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2017","2017","7021","Annual value","USD","380","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","7021","Annual value","USD","3521","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1182","Honey, natural","2017","2017","7021","Annual value","USD","3526","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","333","Linseed","2017","2017","7021","Annual value","USD","509","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","7021","Annual value","USD","387","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","7021","Annual value","USD","1158","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","792","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2017","2017","7021","Annual value","USD","972","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","7021","Annual value","USD","1386","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2017","2017","7021","Annual value","USD","2057","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","7021","Annual value","USD","286","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","79","Millet","2017","2017","7021","Annual value","USD","142","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","7021","Annual value","USD","88","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","7021","Annual value","USD","157","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","7021","Annual value","USD","538","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","187","Peas, dry","2017","2017","7021","Annual value","USD","371","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","7021","Annual value","USD","329","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","536","Plums and sloes","2017","2017","7021","Annual value","USD","522","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","7021","Annual value","USD","110","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","270","Rapeseed","2017","2017","7021","Annual value","USD","353","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","7021","Annual value","USD","99","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","7021","Annual value","USD","2091","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","157","Sugar beet","2017","2017","7021","Annual value","USD","38","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","7021","Annual value","USD","947","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","7021","Annual value","USD","107","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","463","Vegetables, fresh nes","2017","2017","7021","Annual value","USD","133","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","7021","Annual value","USD","147","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","257","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","144","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","558","Berries nes","2018","2018","7021","Annual value","USD","405","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","7021","Annual value","USD","266","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","159","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","209","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","530","Cherries, sour","2018","2018","7021","Annual value","USD","545","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","764","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1166","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2018","2018","7021","Annual value","USD","379","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1182","Honey, natural","2018","2018","7021","Annual value","USD","4373","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","333","Linseed","2018","2018","7021","Annual value","USD","516","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","335","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2018","2018","7021","Annual value","USD","1211","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2018","2018","7021","Annual value","USD","787","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2018","2018","7021","Annual value","USD","980","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2018","2018","7021","Annual value","USD","1360","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2018","2018","7021","Annual value","USD","2192","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","294","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","152","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","99","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","339","Oilseeds nes","2018","2018","7021","Annual value","USD","464","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","140","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","341","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","187","Peas, dry","2018","2018","7021","Annual value","USD","518","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","277","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","536","Plums and sloes","2018","2018","7021","Annual value","USD","363","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","127","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","270","Rapeseed","2018","2018","7021","Annual value","USD","341","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","102","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","1431","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","157","Sugar beet","2018","2018","7021","Annual value","USD","31","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","804","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","124","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","463","Vegetables, fresh nes","2018","2018","7021","Annual value","USD","174","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","158","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","396","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","367","Asparagus","2016","2016","7021","Annual value","USD","2290","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","7021","Annual value","USD","131","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","414","Beans, green","2016","2016","7021","Annual value","USD","2477","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","7021","Annual value","USD","1180","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","7021","Annual value","USD","631","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","1224","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","531","Cherries","2016","2016","7021","Annual value","USD","2071","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","459","Chicory roots","2016","2016","7021","Annual value","USD","553","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2016","2016","7021","Annual value","USD","1416","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2016","2016","7021","Annual value","USD","354","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","550","Currants","2016","2016","7021","Annual value","USD","1613","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","USD","511","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","773","Flax fibre and tow","2016","2016","7021","Annual value","USD","338","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","677","Hops","2016","2016","7021","Annual value","USD","5352","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2016","2016","7021","Annual value","USD","323","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","346","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2016","2016","7021","Annual value","USD","2813","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2016","2016","7021","Annual value","USD","954","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2016","2016","7021","Annual value","USD","3544","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1121","Meat live weight, horse","2016","2016","7021","Annual value","USD","1156","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2016","2016","7021","Annual value","USD","1125","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1145","Meat live weight, rabbit","2016","2016","7021","Annual value","USD","2045","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2016","2016","7021","Annual value","USD","2271","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2016","2016","7021","Annual value","USD","273","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2016","2016","7021","Annual value","USD","1641","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","7021","Annual value","USD","62","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","7021","Annual value","USD","145","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","521","Pears","2016","2016","7021","Annual value","USD","521","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","536","Plums and sloes","2016","2016","7021","Annual value","USD","965","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","7021","Annual value","USD","210","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","523","Quinces","2016","2016","7021","Annual value","USD","521","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","270","Rapeseed","2016","2016","7021","Annual value","USD","216","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","547","Raspberries","2016","2016","7021","Annual value","USD","8237","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2016","2016","7021","Annual value","USD","108","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","544","Strawberries","2016","2016","7021","Annual value","USD","1174","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","157","Sugar beet","2016","2016","7021","Annual value","USD","29","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2016","2016","7021","Annual value","USD","2000","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","7021","Annual value","USD","758","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","97","Triticale","2016","2016","7021","Annual value","USD","64","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","463","Vegetables, fresh nes","2016","2016","7021","Annual value","USD","486","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","7021","Annual value","USD","148","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","560","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","7021","Annual value","USD","1999","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","7021","Annual value","USD","149","","Official data"
